,group,num,level,school,title,description,credits
1000,EE,A495,400,Anchorage,Electrical Engineering Internship,"Application of electrical engineering in a professional work setting. The student will undertake the design, analysis and documentation of an electrical engineering problem under the supervision of a qualified professional who has agreed in advance to undertake this role. Special Note: This course cannot be substituted for EE A438. Registration Restrictions: Instructor approval required.
Prerequisites: EE A354 with a minimum grade of C or EE A307 with a minimum grade of C.",3
1001,EE,A637,600,Anchorage,Electrical Machines,"Analysis and principles of electromechanical systems. Discusses major classes of electric machines, interactions in electromechanics, and tools and techniques used for operation and control. Special Note: Not available for credit to students who have completed EE A437. Registration Restrictions: Graduate standing May Be Stacked With: EE A437",3
1064,ES,A302,300,Anchorage,Engineering Data Analysis,"Introduces concepts of probability and statistics needed to solve various engineering problems.
Prerequisites: MATH A252 with a minimum grade of C and (ES A261 with a minimum grade of C or EE A261 with a minimum grade of C).",3
1065,ES,A309,300,Anchorage,Elements of Electrical Engineering,"Electrical fundamentals:  elementary circuit analysis, network theorems, steady state, and transient analysis of DC circuits with resistors and one energy storage device (L or C).  Steady state analysis of AC circuits with resistors, capacitors, and inductors using complex number and phasor representation.  Power in DC and AC circuits.  Transformers, meters, and applications of simple electrical components and circuits.
Prerequisites: PHYS A212 and MATH A302 or concurrent enrollment.",3
1066,ES,A331,300,Anchorage,Mechanics of Materials,"Stress-strain relations, axially loaded and torsional members, review of shear and bending moment diagrams for beams, flexural and shearing stresses, deflections of beams, plane stress, combined stresses, buckling of columns, elementary design of beams and columns.
Prerequisites: ES A209 with a minimum grade of C and MATH A302 with a minimum grade of C or concurrent enrollment.",3
1067,ES,A341,300,Anchorage,Fluid Mechanics,"Introduction to physical properties and behavior of fluids. Topics include hydrostatics and dynamics of liquids and gases, dimensional analysis, fluid forces on immersed bodies, pipe flow, fluid machinery, and open channel flow.
Prerequisites: ES A209 with a minimum grade of C and (ES A302 with a minimum grade of C or concurrent enrollment or MATH A302 with a minimum grade of C or concurrent enrollment).

ES A341L Fluid Mechanics Laboratory  1 Credit

Provides supplemental explanation and practical exercises applying physical properties and behavior of fluids, including hydrostatics, fluid forces, pipe flow, fluid machinery, and open channel flow.
Prerequisites: ES A341 with a minimum grade of C or concurrent enrollment.",3
1068,ES,A346,300,Anchorage,Introduction to Thermodynamics,"Thermodynamic systems, properties, processes and cycles. Fundamental principles of thermodynamics (first and second laws) and elementary applications.
Prerequisites: (CHEM A106 with a minimum grade of C or PHYS A211 with a minimum grade of C) and MATH A252 with a minimum grade of C.",3
1069,ES,A411,400,Anchorage,Northern Design,"Introduction to design and maintenance of facilities in northern climates to construct sustainable, energy-efficient and durable buildings and infrastructure suitable for the unique needs of northern inhabitants. Registration Restrictions:  Senior standing or graduate standing in an accredited program in architecture or engineering, or instructor permission.",3
1070,ESM,A450,400,Anchorage,Economic Analysis and Operations,"Introduces fundamentals of engineering economy, project scheduling, estimating, legal principles, professional ethics and human relations. Prepares students to successfully complete engineering economy questions on the Fundamentals of Engineering licensing exam. Special Note: Not available for credit toward the Master of Science in engineering management or science management.
Prerequisites: (MATH A151 with a minimum grade of C or MATH A152 with a minimum grade of C or MATH A155 with a minimum grade of C or MATH A221 with a minimum grade of C or MATH A251 with a minimum grade of C or MATH A252 with a minimum grade of C or MATH A253 with a minimum grade of C) and (WRTG A211 with a minimum grade of C or WRTG A212 with a minimum grade of C or WRTG A213 with a minimum grade of C or WRTG A214 with a minimum grade of C or WRTG A2W with a minimum grade of C).",3
1071,ESM,A601,600,Anchorage,Engineers and Scientists in Organizations,"Introduces contemporary organization structures and the techniques needed to manage engineering and scientific effort. Includes discussion and application of technical leadership theory related to group dynamics and personnel practices in an engineering or scientific organization. Demonstrates the leadership and management skills required to organize, motivate, evaluate, develop and coordinate technical professionals. Registration Restrictions: Graduate standing or instructor permission",3
1072,ESM,A605,600,Anchorage,Engineering Economy,"Introduces methods for economic justification used to select science or engineering projects and programs and to effectively manage organizational assets. Develops students' capability to define, model and solve practical problems using discounted cash-flow analysis. Registration Restrictions: Graduate standing or instructor permission",3
1073,ESM,A608,600,Anchorage,"Legal Environment for Engineering, Science and Project Management","Introduces aspects of design, management and construction law applicable to engineers, contractors, project managers and owners. Covers contract law, tort liability and statutory applications for most common legal situations. Emphasizes methods to avoid litigation. Discusses actual cases and outcomes dealing with factually based examples. Registration Restrictions: Graduate standing or instructor permission",3
1074,ESM,A610,600,Anchorage,Cost Estimating,"Introduces methods used to estimate costs and resources required by the scope of an asset investment option, activity or project. Discusses risks and uncertainties in estimating costs. Demonstrates how the outputs of cost estimating are used as inputs for budget, cost or value analysis; decision-making in business, asset and project planning; and project control processes. Registration Restrictions: Graduate standing or instructor permission",3
1075,ESM,A617,600,Anchorage,Technology Management,Explores technology management models and practices. Presents the nature and importance of technological change. Introduces tools to analyze and manage changes in technology-driven organizations. Registration Restrictions: Graduate standing or instructor approval Crosslisted With: BA A617,3
1076,ESM,A619,600,Anchorage,Computer Simulation of Systems,"Introduces simulation concepts and methods applied to engineering and science management systems. Introduces most commonly used simulation languages and tools in a hands-on environment. Presents examples of simulation tools applied within a range of professional environments, such as transportation, health care, financial services, etc. Demonstrates how animated simulation models can be used to represent complicated systems to support decision making. Registration Restrictions: Graduate standing or instructor permission",3
1077,ESM,A620,600,Anchorage,"Statistics for Engineering, Science and Project Management","How to make practical engineering/science/project management decisions through data sampling, using statistical software and interpreting the statistical results. Tools covered include statistical inference, regression analysis, design of experiments, and non-parametric methods. Registration Restrictions: Graduate level standing or instructor permission",3
1078,ESM,A621,600,Anchorage,Operations Research,"Introduces mathematical techniques for aiding managerial decision making. Topics include linear programming, non-linear programming, network optimization problems, decision analysis, inventory models, dynamic programming, PERT/CPM, queueing models and computer simulation basics. Emphasis is on the application of techniques to engineering and science management situations. Registration Restrictions: Graduate standing or instructor permission",3
1079,ESM,A623,600,Anchorage,Total Quality Management,"Introduces the concepts and practice of quality management as it relates to sustainability, reliability, maintainability/availability and quality functions within an organization. Demonstrates how quality practices impact business, customer requirements and ongoing operational results. Covers quality management tools including quality management as a system, Kaizen, statistical process control, Lean Six Sigma and creative problem-solving tools. Registration Restrictions: Graduate standing or instructor permission",3
1080,ESM,A684,600,Anchorage,ESM Project,"Individual study of an actual engineering or science management problem or opportunity, resulting in a written report and presentation including data analysis, results and recommendations for action. Registration Restrictions: Graduate standing or instructor permission

ESM A699 ESM Thesis  3-9 Credits

Individual research on an existing engineering or science management problem, resulting in a thesis including data analysis, research results, and recommendations for action. Special Note: May be repeated for a maximum of 9 credits. Registration Restrictions: Graduate standing or instructor permission",3
1135,GEO,A355,300,Anchorage,Land Development and Design,"Presents concepts governing land development. Examines analysis of soil, topography, geometry, environmental impact, aesthetic and economic principles in land planning. Discusses the permitting process and federal, state and municipality platting regulations. Covers automated subdivision design and platting and ethical considerations when developing land.
Prerequisites: GEO A267 with a minimum grade of C.",3
1136,GEO,A357,300,Anchorage,Photogrammetry,"Outlines principles of optics, image formation and lens distortions. Introduces aerial and terrestrial cameras, close-range photogrammetry, stereoscopic image acquisition and measurements, 3D model reconstruction, and aerial photogrammetry.
Prerequisites: GEO A146 with a minimum grade of C and GIS A351 with a minimum grade of C.",3
1137,GEO,A359,300,Anchorage,Geodesy and Map Projections,"Introduces geometrical and physical geodesy. Examines computations on the ellipsoid, elements of datums, map projections and state plane coordinate systems.
Prerequisites: GEO A146 with a minimum grade of C.",3
1138,GEO,A364,300,Anchorage,Spatial Data Adjustments,"Examines fundamental concepts of statistical error analysis with applications to surveying measurements. Covers fundamental properties of data sets, including measures of central tendency, measures of data variation, sampling distribution theory, statistical confidence intervals and testing, and propagation of variance. Covers theory and applications of least squares adjustment.
Prerequisites: GEO A146 with a minimum grade of C and STAT A253 with a minimum grade of C and MATH A314 with a minimum grade of C.",3
1139,GEO,A366,300,Anchorage,Spatial Data Adjustments II,"Presents the theory and mechanics of least squares adjustment using the traditional surveying observations of distances, angles, azimuths and elevation differences. Covers post-adjustment analysis through the use of various statistical tests and error ellipse computation and analysis. Examines least squares adjustment and analysis of differential leveling, triangulations, trilateration, traverse and network observations.
Prerequisites: GEO A364 with a minimum grade of C.

GEO A369 Cadastral Surveys  1 Credit

Discusses the United States Public Land Survey System with emphasis on Alaska: sectionalized land subdivision, corner restoration, resurveys, evidence, sources for legal research, and current BLM procedures and regulations.
Prerequisites: GEO A267 with a minimum grade of C.",3
1140,GEO,A410,400,Anchorage,High-Density Surveying,"Introduces principles of high-density surveying, outlines theory and practice of collection and processing of high-density spatial data (point clouds). Covers the use of automated photogrammetric and structure from motion (SFM) techniques, airborne LiDAR, terrestrial and mobile laser scanners.
Prerequisites: GEO A357 with a minimum grade of C and GEO A364 with a minimum grade of C.",3
1141,GEO,A420,400,Anchorage,Point Cloud Analysis,"Introduces principles of point cloud data analysis for geospatial applications. Outlines theory and practice of processing of point clouds generated from automated photogrammetric and structure from motion (SFM) techniques, airborne LiDAR, terrestrial and mobile laser scanners. Covers theoretical and practical aspects of high-density spatial data analysis including classification of LiDAR data, point cloud fusion, surface generation, shape fitting, and feature extraction.
Prerequisites: GEO A410 with a minimum grade of C.",3
1142,GEO,A433,400,Anchorage,Hydrographic Surveying,"Provides students with knowledge of and skills to apply physical principles, instrumentation, data analysis methods, and visualization techniques associated with hydrographic surveying, chart publication, and related marine measurement practices of government and industry.
Prerequisites: GEO A266 with a minimum grade of C or concurrent enrollment.",3
1143,GEO,A457,400,Anchorage,Boundary Law II,"Focuses on Alaskan survey history and case law, Alaska statutes and administrative code, writing legal descriptions, and the standards of practice for surveying in Alaska.
Prerequisites: GEO A369 with a minimum grade of C.",3
1144,GEO,A460,400,Anchorage,Geomatics Capstone Project,"Utilizes techniques of research, design, data compilation, analysis and mapping learned throughout the geomatics curriculum to complete a geomatics capstone project. Addresses professional standards and ethical concerns for geomatics professionals. Registration Restrictions: Completion of GER Tier 1 (basic college-level skills) courses and department approval
Attributes: UAA Integrative Capstone GER.",3
1145,GEO,A466,400,Anchorage,Geopositioning,"Introduces the theory of global navigation satellite systems (GNSS), primarily the global positioning system (GPS). Examines GNSS methodologies, solution types, biases, quality assessment, analysis and adjustment.
Prerequisites: GEO A359 with a minimum grade of C and GEO A364 with a minimum grade of C.

GEO A466L Geopositioning Laboratory  1 Credit

Laboratory practice of global navigation satellite systems (GNSS), primarily the global positioning system (GPS). Examines data collection, quality assessment, analysis and adjustment.
Prerequisites: GEO A466 with a minimum grade of C or concurrent enrollment.

GEO A490 Selected Advanced Topics in Geomatics  1-3 Credits

Explores advanced theoretical or practical concepts in geomatics. Specific course content is determined according to student needs, developments in technology or licensing requirements. Special Note: May be repeated for a maximum of 12 credits with a change of subtitle.
Prerequisites: GEO A146 with a minimum grade of C and GIS A201 with a minimum grade of C.",2
1148,GEOG,A375,300,Anchorage,Environmental Applications of Geographic Information Systems (GIS),"Concepts in Geographic Information Systems (GIS), with specific focus on environmental applications. Investigation into the need and popularity of using GIS to address complex environmental issues. Integration of both biophysical and socioeconomic spatial data as it relates to environmental issues. Spatial analysis, cartographic design and map compilation principles are placed in the context of environmental studies. Registration Restrictions: Completion of Tier 1 (basic college-level skills) courses and junior or senior standing.
Prerequisites: ENVI A211L with a minimum grade of C.",3
1149,GEOG,A390A,300,Anchorage,Topics in Global Geography,"Seminar focusing on a thematic approach to human geography in a global context. Draws on the interdisciplinary nature of geography to provide students with a broad understanding of critical global issues. Special Note: May be repeated twice with change of subtitle. Registration Restrictions: Completion of Tier 1 (basic college-level skills) courses and junior standing.
Prerequisites: GEOG A101 or INTL A101.
Attributes: UAA Integrative Capstone GER.

PRPE A054 Learning Strategies  1-3 Credits

Presents basic learning strategies.  Develops time management, learning styles, textbook study, note taking, and test taking skills. Registration Restrictions: Appropriate score on reading placement test.

PRPE A072 Individualized Reading Lab  1-3 Credits

Provides individualized instruction in basic reading skills, text comprehension, vocabulary development, dictionary skills, and readjustment of reading rate, in an open lab format. Special Note: May be repeated for a maximum of 3 credits. Registration Restrictions: Appropriate score on reading placement test.

PRPE A075 Speed Reading  1-3 Credits

Introduces skills to increase reading speed and comprehension.  Presents techniques for efficient reading of different types of material. Registration Restrictions: Appropriate score on reading placement test.",3
1156,GEOL,A310,300,Anchorage,Professional Practices in Geology,"Introduces workplace ethics, responsibilities, and expectations of geologists in a professional role. Practices research methods, writing, and presentation techniques in the geosciences. Includes research design, proposal writing, resume and job applications, scientific writing, critical review, and oral presentation techniques. Registration Restrictions: BS Geological Science majors only
Prerequisites: (GEOL A111 with a minimum grade of C and GEOL A111L with a minimum grade of C) or (GEOL A115 with a minimum grade of C and GEOL A115L with a minimum grade of C) or (GEOL A121 with a minimum grade of C) and (WRTG A211 or WRTG A212 or WRTG A213 or WRTG A214 or WRTG A2W).",3
1157,GEOL,A315,300,Anchorage,Geological Data Visualization and Analysis,"Introduces different types of geological data and basic computational methods for visualization and analysis. Provides skills to understand the nature of geoscience datasets and perform quantitative interpretation to fully understand many subject areas in geosciences.
Prerequisites: GEOL A225 with a minimum grade of C.",3
1158,GEOL,A320,300,Anchorage,Volcanology,"The description and classification of volcanoes, volcanic eruptions, and volcanic deposits.  Includes the history of volcanic studies, myths, and legends.  Emphasis on the dynamics of volcanic eruptions, pyroclastic rocks, lava flows, and volcanic hazard assessment.
Prerequisites: GEOL A221.",3
1159,GEOL,A321,300,Anchorage,Mineralogy,"Covers crystallography, including external form and internal order. Includes crystal chemistry, atomic structure, crystal structure, and compositional variation, nature and origin of physical properties of minerals. Mineral association, occurrence and paragenesis. Introduces x-ray crystallography and optical mineralogy. Laboratory includes determinative crystallography, optical mineralogy and systematic determinative mineralogy.
Prerequisites: ((GEOL A111 with a minimum grade of C and GEOL A111L with a minimum grade of C) or (GEOL A115 with a minimum grade of C and GEOL A115L with a minimum grade of C) or GEOL A121 with a minimum grade of C) and (CHEM A105 with a minimum grade of C and CHEM A105L with a minimum grade of C) and (PHYS A123 with a minimum grade of C and PHYS A123L with a minimum grade of C) and (MATH A105 with a minimum grade of C or  ALEKS Overall Test 1 with a score of 055  or  ALEKS Overall Test 2 with a score of 055  or  ALEKS Overall Test 3 with a score of 055  or  ALEKS Overall Test 4 with a score of 055  or ALEKS Overall Test 5 with a score of 055).",4
1160,GEOL,A322,300,Anchorage,Igneous and Metamorphic Petrology,"Covers identification and classification of igneous and metamorphic rocks, interpretation of textures, structures, and mineralogy of rocks. Includes the study of chemical and physical principles controlling the formation of rocks, importance of various rock types in economic and industrial arenas. Extensive study of hand specimens with emphasis on composition, texture and structure.
Prerequisites: GEOL A310 with a minimum grade of C and GEOL A321 with a minimum grade of C.",4
1161,GEOL,A325,300,Anchorage,Geology of Ore Deposits,"Genesis, tectonic setting and properties of selected metallic ore deposits.  Significant hand sample identification and paragenetic associations of ore minerals and certain ore deposits including mafic layered intrusions, hydrothermal deposits, massive sulfides, and porphyry deposits.  Emphasis on origin and transport of ore bearing fluids and deposition of ore minerals.
Prerequisites: GEOL A322.",3
1162,GEOL,A331,300,Anchorage,Sedimentology and Stratigraphy,"Survey of sediments including origins, classification, transportation, composition, structures, and diagenesis. Stratigraphic principles including lithostratigraphy, biostratigraphy, magnetostratigraphy, chronostratigraphy, and seismic stratigraphy.  Lab includes grain size analysis, sedimentary structures, correlation, and field practicum.
Prerequisites: GEOL A225 with a minimum grade of C and GEOL A310 with a minimum grade of C.

GEOL A332 Sedimentary Petrology Laboratory  1 Credit

Introduction to clastic petrology, carbonate petrology and sedimentary petrography. Emphasis on hand sample identification and petrographic techniques.
Prerequisites: GEOL A321 with a minimum grade of C and GEOL A331 with a minimum grade of C or concurrent enrollment.",3
1163,GEOL,A333,300,Anchorage,Earthquakes and Seismic Hazards,"Examines the geology of earthquake-prone regions in all tectonic settings and the impact that earthquakes have on society in terms of hazard assessment and preparation. Addresses fundamental reasons for failure along a fault surface in order to explain when, where and why earthquakes occur. Examines seismic waves, how they are measured, and the information they contain regarding the style of faulting that produced the earthquake. Also considers the study of ancient earthquakes, or paleoseismology, and its usefulness in predicting future earthquakes. Introduces deterministic and probabilistic methods of assessing the seismic hazard in active fault environments for enhanced earthquake preparation in high risk locations.
Prerequisites: GEOL A221 with a minimum grade of C.",3
1164,GEOL,A335,300,Anchorage,Structural Geology,"Covers fundamental concepts of rock deformation: description and formation of geologic structures; brittle and ductile deformation; characteristic structures in different tectonic environments; concepts of stress, strain and brittle failure mechanics; and salt tectonics. Laboratory includes analysis of structure contours, geologic maps and cross sections, stereonets, kinematic analysis, and the Mohr circle technique.
Prerequisites: GEOL A331 with a minimum grade of C and PHYS A123 with a minimum grade of C and PHYS A123L with a minimum grade of C and (MATH A152 with a minimum grade of C or MATH A155 with a minimum grade of C).",4
1165,GEOL,A345,300,Anchorage,Hydrogeology,"Comprehensively covers the fundamentals of hydrogeology, including physical and hydraulic properties of subsurface aquifers, Darcy's Law and the groundwater flow equation, hydraulic head, storage and effective stress, regional groundwater flow, aquifer hydraulics, and water well design and development. Special Note: Laboratory time will be used to enhance data analysis, mathematical and problem-solving skill sets.
Prerequisites: GEOL A315 with a minimum grade of C and GEOL A331 with a minimum grade of C and MATH A251 with a minimum grade of C.",3
1166,GEOL,A350,300,Anchorage,Geomorphology,"Study of landforms and processes that affect their development, including tectonics, geologic structures, bedrock lithology, streams, glaciers, groundwater, and oceans.  Laboratory focuses on formation and genesis of landforms based on evidence from topographic maps and aerial photography.
Prerequisites: GEOL A221.",4
1167,GEOL,A361,300,Anchorage,Earth Resources and Society,"A global-scale investigation of the state of water, energy and mineral resources and the linkages to society and the environment. Review of historical sources, uses and demands on water, energy and mineral resources and the connection to human population growth over time. Investigation of the scientific and social motivations for shifting how humans use water, energy and mineral resources. Registration Restrictions: Junior or higher standing and completion of Tier 1 GER courses.
Prerequisites: (GEOL A111 with a minimum grade of C or GEOL A115 with a minimum grade of C or GEOL A121 with a minimum grade of C or GEOL A221 with a minimum grade of C) and (ENVI A211 with a minimum grade of C or ENVI A212 with a minimum grade of C).
Attributes: UAA Integrative Capstone GER.",3
1168,GEOL,A381,300,Anchorage,Kenai Peninsula Field Studies,"Nine-day field excursion from Anchorage to Portage, Kenai, Nikiski, Homer and Seward, Alaska, to explore gold mining; oil and gas exploration and production; Tertiary coal, fossils and paleoenvironments; coastal geomorphology; glacial history; and plate tectonics of the Kenai Peninsula. Includes a full-day boat excursion in Kenai Fjords National Park. Special Note: Students are required to provide their own food, transportation, and field and camping gear.
Prerequisites: GEOL A221 with a minimum grade of C.",3
1169,GEOL,A382,300,Anchorage,Geologic Field Studies,"Field excursion within the United States or another country to study the local and regional geology. Field notes, rock and outcrop descriptions, mapping and field exercises required. Special Note: May be repeated for a maximum of 9 credits with change of subtitle. Students may be required to provide their own transportation depending on location of field trip.
Prerequisites: GEOL A221 with a minimum grade of C.",3
1170,GEOL,A426,400,Anchorage,Mineral Resources,"Mineral resource genesis, classification, exploration, development and associated environmental factors, with a focus on metallic and non-metallic minerals. Specific analysis of mineral resource availability, exploration techniques, viability of extraction and processing, and assessment of environmental implications of extraction. Includes one or more case studies of existing exploration and/or mining sites. Special Note: Not available for credit to students who have completed GEOL A626. May Be Stacked With: GEOL A626
Prerequisites: GEOL A322 with a minimum grade of C and GEOL A461 with a minimum grade of C.",3
1171,GEOL,A436,400,Anchorage,Petroleum Geology,"Formation of hydrocarbons, their migration and accumulation in the context of the petroleum system, and their exploration and extraction. Includes an introduction to subsurface datasets used in the petroleum industry and how to integrate them. Conventional and unconventional petroleum systems are discussed in the class using examples from Alaska and around the world. Special Note: Not available for credit to students who have completed GEOL A636. May Be Stacked With: GEOL A636
Prerequisites: GEOL A221 with a minimum grade of C.",3
1172,GEOL,A437,400,Anchorage,Depositional Systems and Dynamic Stratigraphy,"Advanced skills in sedimentary geology that can be applied in oil/gas, hydrology, and mining. Includes greater detail in depositional environments, characteristics of resultant sedimentary deposits, and sequence stratigraphy using various geologic datasets. Emphasis on hands-on application of course concepts in outcrop, core and well-log data. Special Note: Not available for credit to students who have completed GEOL A637. May Be Stacked With: GEOL A637
Prerequisites: GEOL A221 with a minimum grade of C.",3
1173,GEOL,A438,400,Anchorage,Advanced Sedimentary Petrology,"Advanced concepts in sedimentary petrography and petrology, including a survey of diagenesis. Topics include advanced rock classification, grain identification in thin section, cement identification, sedimentary fabric, paragenetic sequence and provenance analysis, and porosity estimation in carbonate and clastic sedimentary rocks. Emphasis on hands-on description, interpretation and applications. Special Note: Not available for credit to students who have completed GEOL A638. May Be Stacked With: GEOL A638
Prerequisites: GEOL A321 with a minimum grade of C and GEOL A431 with a minimum grade of C.",3
1174,GEOL,A441,400,Anchorage,Paleoclimatology,"Examines the fundamentals of climate science, changes in Earth's climate, and methods used to reconstruct past climates. Use of paleoclimate data from proxy records like cores of ice, peatland and ocean sediments, and tree rings to help understand how Earth's atmosphere, oceans and land interact with climate through time. Special Note: Not available for credit to students who have completed GEOL A641. May Be Stacked With: GEOL A641
Prerequisites: GEOL A221 with a minimum grade of C.",3
1175,GEOL,A444,400,Anchorage,The Cryosphere,"Examines the components of the cryosphere: sea ice, freshwater ice, snow, glaciers, permafrost and ice sheets. Addresses how the cryosphere is changing, including interconnections with Earth systems such as climate. Explores various datasets and models, from the Arctic to the Antarctic, to learn about the fundamental geoscience processes that govern this critical Earth system component.
Prerequisites: GEOL A225 with a minimum grade of C.",3
1176,GEOL,A445,400,Anchorage,Geothermal Energy,"Comprehensive coverage of geothermal systems and relevant processes including conductive and convective heat flow, subsurface fluid flow, geothermal exploration, resource assessment, structural settings favorable for geothermal reservoirs, microseismicity, well scaling and corrosion, power generation, and enhanced geothermal systems. Special Note: Not available for credit to students who have completed GEOL A645. May Be Stacked With: GEOL A645
Prerequisites: CHEM A105 with a minimum grade of C and GEOL A221 with a minimum grade of C and MATH A251 with a minimum grade of C and PHYS A124 with a minimum grade of C.",3
1177,GEOL,A448,400,Anchorage,Structural Geology and Geomechanics,"Examines the classification, origin, and evolution of all types of rock fractures with application to structural analysis, oil and gas reservoirs, resource recovery, engineering geology, hydrogeology, and hazards analysis. Applies continuum and rock mechanics principles to brittle deformation, including rock strength and failure criteria, stress states in the lithosphere, stress tensors, and linear elastic fracture mechanics theory. Special Note: Students may need to provide their own transportation to a field trip location. Not available for credit to students who have completed GEOL A648. May Be Stacked With: GEOL A648
Prerequisites: GEOL A335 with a minimum grade of C.",3
1178,GEOL,A454,400,Anchorage,Glacial and Quaternary Geology,"Examines glacial processes of erosion and deposition, and the modern and ancient landforms produced by ice. Topics include Quaternary history of glaciers, climate fluctuation, changes in terrestrial and marine environments, and evidence and techniques used to reconstruct past environments. Weekend field trip required. Special Note: Not available for credit to students who have completed GEOL A654. Students are required to provide their own transportation to field locales. May Be Stacked With: GEOL A654
Prerequisites: GEOL A221 with a minimum grade of C.",3
1179,GEOL,A458,400,Anchorage,Geology of Alaska,"Alaskan geology including physiographic provinces, earthquakes, volcanoes, plate tectonics, resources, glaciers, permafrost, rivers, coasts and wind. Emphasis on processes, landforms and differences between specific areas in Alaska. Special Note: Students are required to provide their own transportation for optional field trips. Not available for credit to students who have completed GEOL A658. May Be Stacked With: GEOL A658
Prerequisites: GEOL A221 with a minimum grade of C.",3
1180,GEOL,A461,400,Anchorage,Geochemistry,"Introduction to principles and applications of inorganic geochemistry. Emphasis on crystal structures and substitution in crystals, equilibrium geochemistry, dissociation of acids and bases, and mineral stability. Applying the laws of thermodynamics, Eh-pH diagrams, and oxidation-reduction reactions to geologic problems. Principles of radioactivity and geochronometers for age determination. A review of applications of stable isotopes to geologic problems. Special Note: Not available for credit to students who have completed GEOL A661. Registration Restrictions: BS Geological Science majors May Be Stacked With: GEOL A661
Prerequisites: CHEM A106 with a minimum grade of C and GEOL A322 with a minimum grade of C.",3
1181,GEOL,A463,400,Anchorage,Environmental Geochemistry,"Principles and applications of environmental geochemistry on a global scale. Geochemical cycles and chemical mass balance of elements. Chemical weathering and the composition of natural waters. Processes affecting the distribution of trace elements in geologic environments. Stable isotope fractionation and applications to modeling environmental systems. Review of specific cases of modern environmental geochemistry problems. Special Note: Not available for credit to students who have completed GEOL A663. May Be Stacked With: GEOL A663
Prerequisites: GEOL A461 with a minimum grade of C.",3
1182,GEOL,A465,400,Anchorage,Isotope Geochemistry,"Examine principles and applications of radiogenic and stable isotopes with emphasis on application in the hydrologic, earth, and ecosystem sciences.  Focuses on both traditional and environmental aspects of isotope geochemistry and biogeochemistry and some special applications to other fields of study such as anthropology, archaeology, and forensics.  A class research project will include field sampling, sample analysis, and interpretation. May Be Stacked With: GEOL A665
Prerequisites: CHEM A106 and GEOL A461.",3
1183,GEOL,A468,400,Anchorage,Geomicrobiology,"Examines the mutual interactions between geology and microbiology. Emphasizes microbial processes that affect local and global environments including biogeochemical cycles, co-evolution, microbe-mineral interactions and life in extreme environments. Crosslisted With: MBIO A468
Prerequisites: MBIO A340 with a minimum grade of C or GEOL A360 with a minimum grade of C.
Attributes: UAA Integrative Capstone GER.",3
1184,GEOL,A476,400,Anchorage,Applied Geophysics,"Overview of geophysical techniques used for subsurface visualization, mapping and interpretation, with applications to natural resource exploration, geotechnical investigations and environmental studies. Techniques include gravity, magnetic, electric, seismic and well logging. Applications of mathematics and physics-based principles to image shallow and deep subsurface at local and regional scales. Special Note: Not available for credit to students who have completed GEOL A676. Registration Restrictions: Instructor permission required for non-majors. Background in calculus-based mathematics or physics is required for geology non-majors. May Be Stacked With: GEOL A676
Prerequisites: GEOL A335 with a minimum grade of C and MATH A251 with a minimum grade of C and PHYS A124 with a minimum grade of C and PHYS A124L with a minimum grade of C.",3
1185,GEOL,A477,400,Anchorage,Integrated Subsurface Mapping and Analysis,"Integration of different geologic and geophysical data for subsurface interpretation and energy exploration. Application of state-of-the-art technologies on real datasets for subsurface mapping, quantitative basin analysis, technical assessment of hydrocarbon prospects, and uncertainty analysis in active and team-based learning environments. Special Note: Optionally, a group of five students may be selected to participate in the nationally competitive Imperial Barrel Award (IBA) competition organized by the American Association of Petroleum Geologists. GEOL A476 or GEOL A676 is recommended prior to enrollment in this course, but not required. Not available for credit to students who have completed GEOL A677. May Be Stacked With: GEOL A677
Prerequisites: GEOL A315 with a minimum grade of C and GEOL A335 with a minimum grade of C.",3
1186,GEOL,A480,400,Anchorage,Geologic Field Methods,"Introduces principles and applications of basic geologic field methods including construction of bedrock geologic maps and cross-sections. Emphasizes field note taking, geologic mapping, stratigraphic section measurement and construction. Requires students to complete several field projects including written summary reports. Special Note: Students may be required to provide their own transportation to and from field sites.
Prerequisites: GEOL A310 with a minimum grade of C and GEOL A322 with a minimum grade of C and GEOL A335 with a minimum grade of C and GEOL A350 with a minimum grade of C.",3
1187,GEOL,A481,400,Anchorage,Alaskan Field Investigations,"Field excursion in southern and central Alaska. Mapping of sedimentary, metamorphic, and volcanic rocks.  Mapping of Quaternary deposits from aerial photography.  Construction of stratigraphic sections. Use of appropriate field techniques and tools. Exploration of Alaskan coal and gold mining, permafrost environments, Pleistocene glacial environments, tectonics and volcanic hazards. Special Note: Course fees cover lodging and camping fees.  Students required to provide own food, transportation, field and camping gear.
Prerequisites: GEOL A350 and GEOL A480.",3
